excellent writing different bit piece connected bring satisfying ending good character development mystery etc honest didnt high expectation felt deep respect game wonderful dramaalso motivation andor situation various character quite complicated definitely wellmade adaption great cast entire cast felt point suitable amount humor right moment gory violent hell intriguing storyline many fun easter egg fan understood assignmenti wasnt fan ending enjoyed overall,Positive,0.21720496894409938
ive forced watch two episode writing review seriously gone wind like famous dont give da line episode create long lasting screwing chicken im sure go movie history mention demolition man review female character bullock ditzy naive chutzpah underneath exosuits used time b nose guy made think white michael jackson gamers put rating doesnt belong good special effect,Negative,0.039484127
noseriouslythat wasnt rhetorical questionwhat show must confess managed put three episode atrocity could endure gave since seen anything bafflingly bad big mess disjointed cacophony passing content imbued drenched modern day ideological trope virtue signaling bereft anything resembling creativity originality importantly qualityi honestly dont care video game personal attachment ip marginally familiar lore approached show newbie prior expectation therefore looking series hoped would least entertaining containing good story interesting character none available quite oppositea waste time brain cell id like say feel iq dropping spend time thinking talking fallout,Negative,0.11875000000000001
fan fps game optimistic show read game creator involved doesnt disappoint regard capture spirit fallout quite well every aspect visuals prop music humor specially violence really feel like youre watching cutscenes new fallout game disappoints actual story character interesting general plot arc one completely predictable kept interest creative show dont tell moment funny surprise happened rather resolution plot could predict mile away great good show im looking forward season,Neutral,0.14953617810760664
think series good job telling completly new story without completly adapting original game visuals come pretty close great long time fan bethesda game series dialogje great cast great job putting life animated respective charakters definetly go onan rewatch soon im done writing reviewing one best orginial series year tell hope second seaso announced soon dont try pull te one otherwise would dissapointing,Positive,0.3085664335664336
want start saying never played video game series brother watching getting input incorporate theme detail character game great like halo series whatever wanted without following classic storyhowever quit watching episode find good grounded character extremely strange relatable lucy closest relatable character hope arrogant obtuse understand postapocalyptic series love last u followed character crappy situation well protagonist fallout bad people making question rooting hoping change greater good also many plot hole dont mean nitpicky example heck would check radiation wedding would robot give lucy finger harvest organ raider running away max crush one head suit many dont understand reasoning behind itanother problem everything sexual problem lucy saying incest cousin could unfortunately somewhat understandable situation would need show guy masturbating boot camp would change story scene also pregnant woman vault cousin dressing husband literally need scene uncomfortable plea weird fan fantasy incestthe ghoul good character written show opinion really disappointed especially hype sorry offended diehard series thought would put however,Negative,0.035500000000000004
ive reading one star review series felt bad behalf human race felt need write owni loved series long time fallout fan enjoyed every minute firstly attention detail incredible soundtrack random item table eg sugar bomb red rocket gas station pipboy clearly created collaboration fan extremely talented producersthe plot good theyve kept vault back story created one series great dovetail together nicely overall story arc like show pre post war world stitched together following ghoulif criticism would didnt really relate maximus im sure meant feel sorry grow like never really happened find cold cowardly uninspiringlucy hand great watching ongoing realisation world like seeing get progressively tougher without losing pure spirit great balancing act purnell nailed methere much fallout content show also much missing im pleased renewed second season im hoping content theyve hinted throughout series one make appearance also hope dont rush keep incredible attention detail pure fallout vibe given high theyve set bar itll painful ill wait mean make right,Positive,0.15033673469387757
played game tv adaptation felt like parody vibe akin mar attack stepford wiveswhile game occasionally humour would describe cheeky even dark tv adaptation plain silly immature goofy missing also sometimes scary aspect game well large lengthy action scene raider robot mutated human animal new building location game exciting unpredictable whereas tv series location repetitive scene dull goofythe acting direction actor mostly cartoonish sometimes inconsistently seriousdramatic script immature sexual dialogue feel place overall plot paper thin behaviour character unrealistic illogical relationship development nonexistent unbelievable hero found mission character stand behind root yes treasure sort everyone dont find last episode viewer doesnt know theyre supposed excited seems though main focus writer come plot twist last episode conscious low budget construct plodding filler episode first last pad irrelevant dialogue neglecting build lovable character story arcsconsidering rich world fallout game writer didnt seem care really go deep anything everything feel superficial real credit give production team went beyond faithfully recreate bring life art design game make really fun easter egg hunt shame tv series look like fallout doesnt feel like fallout,Negative,-0.056938705
didnt play game came knowing lore etc gamer reviewer seem havewhile visuals production amazing give real sense world setting im left wondering point admittedly never finished watching full season got ep realised didnt care character stopped maybe depth come second season wont watching find outi get itll appeal familiar franchise feel like majority watch knowing much background itll come across tedious watch,Negative,0.091666667
fan fallout game yearsi nolow expectation going captured first episode great character twisted dark fallout humor love great cinematography work perfectlythis happens take best ip build upon perfect example make something fan making straight adaptationjonathan nolan worked love franchise amazing skill directing really showsone main writer show worked office u amongst thing think thats humor perfect least meand end shot let goo,Positive,0.3541666666666667
